File ID,digit_label,participant,intonation
0017017.wav,30,S37,neutral
0017018.wav,20,S21,question
0017019.wav,70,S163,excited
0017020.wav,14,S43,question
0017021.wav,30,S108,excited
0017022.wav,6,S82,bored
0017023.wav,18,S7,excited
0017024.wav,18,S31,excited
0017025.wav,60,S148,neutral
0017026.wav,18,S28,bored
0017027.wav,15,S101,question
0017028.wav,11,S162,question
0017029.wav,1000000000,S28,question
0017030.wav,1000000,S143,excited
0017031.wav,8,S66,question
0017032.wav,6,S131,excited
0017033.wav,70,S153,excited
0017034.wav,19,S53,excited
0017035.wav,12,S3,question
0017036.wav,6,S40,neutral
0017037.wav,60,S32,bored
0017038.wav,50,S164,neutral
0017039.wav,7,S171,neutral
0017040.wav,4,S78,bored
0017041.wav,14,S172,question
0017042.wav,18,S149,question
0017043.wav,1000000000,S43,question
0017044.wav,6,S1,bored
0017045.wav,70,S139,bored
0017046.wav,70,S79,bored
0017047.wav,10,S22,bored
0017048.wav,3,S172,neutral
0017049.wav,8,S166,question
0017050.wav,40,S46,neutral
0017051.wav,5,S138,excited
0017052.wav,8,S62,question
0017053.wav,9,S21,question
0017054.wav,2,S174,excited
0017055.wav,60,S17,excited
0017056.wav,100,S8,bored
0017057.wav,3,S181,question
0017058.wav,1,S152,bored
0017059.wav,17,S124,bored
0017060.wav,10,S7,bored
0017061.wav,1000,S79,excited
0017062.wav,1000000000,S93,bored
0017063.wav,11,S155,neutral
0017064.wav,1000,S40,question
0017065.wav,100,S129,bored
0017066.wav,18,S11,bored
0017067.wav,9,S90,question
0017068.wav,60,S34,neutral
0017069.wav,60,S61,question
0017070.wav,1000000000,S158,question
0017071.wav,15,S111,question
0017072.wav,50,S179,question
0017073.wav,4,S110,neutral
0017074.wav,16,S21,excited
0017075.wav,10,S7,excited
0017076.wav,12,S180,bored
0017077.wav,1000,S119,question
0017078.wav,4,S5,bored
0017079.wav,20,S126,bored
0017080.wav,1000000000,S102,neutral
0017081.wav,18,S80,excited
0017082.wav,50,S7,neutral
0017083.wav,7,S52,neutral
0017084.wav,9,S88,bored
0017085.wav,13,S175,neutral
0017086.wav,19,S57,bored
0017087.wav,40,S100,question
0017088.wav,10,S85,excited
0017089.wav,1000000000,S52,neutral
0017090.wav,11,S96,excited
0017091.wav,11,S169,neutral
0017092.wav,2,S86,question
0017093.wav,4,S9,bored
0017094.wav,1000000000,S177,neutral
0017095.wav,10,S47,bored
0017096.wav,0,S156,question
0017097.wav,2,S11,neutral
0017098.wav,13,S110,excited
0017099.wav,30,S121,neutral
0017100.wav,20,S26,question
0017101.wav,6,S80,question
0017102.wav,70,S110,question
0017103.wav,1000000,S100,excited
0017104.wav,4,S44,excited
0017105.wav,60,S84,neutral
0017106.wav,30,S168,bored
0017107.wav,40,S18,bored
0017108.wav,10,S133,bored
0017109.wav,18,S136,question
0017110.wav,8,S100,bored
0017111.wav,5,S167,excited
0017112.wav,3,S175,question
0017113.wav,100,S160,bored
0017114.wav,80,S160,bored
0017115.wav,12,S179,bored
0017116.wav,1000000,S60,neutral
0017117.wav,7,S7,excited
0017118.wav,14,S145,neutral
0017119.wav,30,S19,bored
0017120.wav,18,S37,question
0017121.wav,1,S149,excited
0017122.wav,11,S167,bored
0017123.wav,7,S75,bored
0017124.wav,18,S155,neutral
0017125.wav,1000000,S109,question
0017126.wav,90,S48,neutral
0017127.wav,7,S111,question
0017128.wav,13,S51,excited
0017129.wav,2,S4,bored
0017130.wav,40,S88,excited
0017131.wav,16,S56,excited
0017132.wav,4,S101,neutral
0017133.wav,15,S41,excited
0017134.wav,6,S59,excited
0017135.wav,20,S160,excited
0017136.wav,6,S4,neutral
0017137.wav,15,S31,neutral
0017138.wav,70,S44,bored
0017139.wav,20,S18,excited
0017140.wav,0,S137,bored
0017141.wav,6,S18,neutral
0017142.wav,11,S33,question
0017143.wav,13,S156,question
0017144.wav,90,S63,bored
0017145.wav,10,S104,question
0017146.wav,3,S146,bored
0017147.wav,1000000000,S151,bored
0017148.wav,1000000,S166,excited
0017149.wav,15,S116,neutral
0017150.wav,18,S65,bored
0017151.wav,1000000000,S4,bored
0017152.wav,3,S72,bored
0017153.wav,90,S184,question
0017154.wav,12,S22,neutral
0017155.wav,8,S169,neutral
0017156.wav,1000,S99,question
0017157.wav,19,S181,question
0017158.wav,11,S184,excited
0017159.wav,70,S108,bored
0017160.wav,18,S78,question
0017161.wav,18,S148,question
0017162.wav,15,S92,bored
0017163.wav,2,S30,neutral
0017164.wav,12,S26,excited
0017165.wav,17,S123,question
0017166.wav,1000,S115,excited
0017167.wav,60,S155,neutral
0017168.wav,14,S115,question
0017169.wav,9,S67,bored
0017170.wav,3,S139,bored
0017171.wav,1000,S112,question
0017172.wav,16,S12,question
0017173.wav,1000000,S10,bored
0017174.wav,100,S142,neutral
0017175.wav,90,S18,excited
0017176.wav,50,S97,neutral
0017177.wav,12,S98,excited
0017178.wav,3,S50,neutral
0017179.wav,0,S183,excited
0017180.wav,1000000000,S111,neutral
0017181.wav,11,S11,bored
0017182.wav,40,S81,neutral
0017183.wav,1000,S63,excited
0017184.wav,6,S30,bored
0017185.wav,50,S45,bored
0017186.wav,2,S90,question
0017187.wav,8,S123,bored
0017188.wav,70,S41,neutral
0017189.wav,15,S176,question
0017190.wav,1000,S165,bored
0017191.wav,12,S182,excited
0017192.wav,18,S60,neutral
0017193.wav,16,S82,neutral
0017194.wav,90,S172,bored
0017195.wav,11,S112,question
0017196.wav,20,S124,bored
0017197.wav,5,S61,neutral
0017198.wav,14,S147,question
0017199.wav,13,S152,neutral
0017200.wav,15,S16,bored
0017201.wav,6,S126,question
0017202.wav,20,S41,neutral
0017203.wav,60,S179,question
0017204.wav,0,S53,bored
0017205.wav,0,S5,question
0017206.wav,1,S8,excited
0017207.wav,10,S72,question
0017208.wav,30,S152,question
0017209.wav,19,S44,question
0017210.wav,4,S27,bored
0017211.wav,6,S85,neutral
0017212.wav,12,S59,bored
0017213.wav,20,S100,bored
0017214.wav,30,S108,neutral
0017215.wav,1000000000,S58,bored
0017216.wav,90,S99,question
0017217.wav,6,S179,bored
0017218.wav,70,S108,neutral
0017219.wav,1000000000,S161,excited
0017220.wav,14,S33,question
0017221.wav,9,S59,question
0017222.wav,0,S149,neutral
0017223.wav,80,S57,bored
0017224.wav,14,S51,excited
0017225.wav,7,S54,question
0017226.wav,4,S138,neutral
0017227.wav,0,S129,bored
0017228.wav,100,S177,bored
0017229.wav,20,S73,neutral
0017230.wav,90,S86,bored
0017231.wav,7,S141,excited
0017232.wav,8,S25,excited
0017233.wav,11,S77,question
0017234.wav,70,S132,excited
0017235.wav,6,S28,bored
0017236.wav,60,S134,question
0017237.wav,11,S4,question
0017238.wav,50,S60,neutral
0017239.wav,100,S103,excited
0017240.wav,19,S127,neutral
0017241.wav,0,S39,question
0017242.wav,1,S42,neutral
0017243.wav,5,S34,excited
0017244.wav,20,S164,question
0017245.wav,1,S13,question
0017246.wav,40,S138,excited
0017247.wav,30,S153,excited
0017248.wav,20,S100,excited
0017249.wav,1000,S14,excited
0017250.wav,9,S174,question
0017251.wav,19,S80,neutral
0017252.wav,10,S24,neutral
0017253.wav,100,S22,excited
0017254.wav,19,S45,excited
0017255.wav,20,S107,excited
0017256.wav,5,S144,bored
0017257.wav,16,S114,bored
0017258.wav,10,S66,neutral
0017259.wav,14,S143,bored
0017260.wav,70,S59,question
0017261.wav,10,S24,neutral
0017262.wav,2,S18,neutral
0017263.wav,1000,S78,bored
0017264.wav,4,S91,bored
0017265.wav,5,S34,neutral
0017266.wav,2,S41,bored
0017267.wav,70,S27,excited
0017268.wav,6,S63,bored
0017269.wav,16,S110,question
0017270.wav,80,S146,bored
0017271.wav,20,S35,neutral
0017272.wav,18,S22,question
0017273.wav,70,S1,excited
0017274.wav,17,S121,question
0017275.wav,10,S119,neutral
0017276.wav,12,S31,neutral
0017277.wav,30,S95,question
0017278.wav,2,S66,neutral
0017279.wav,50,S24,neutral
0017280.wav,10,S94,question
0017281.wav,14,S171,bored
0017282.wav,9,S29,bored
0017283.wav,4,S89,question
0017284.wav,90,S173,question
0017285.wav,0,S93,neutral
0017286.wav,9,S81,neutral
0017287.wav,1,S125,neutral
0017288.wav,50,S26,excited
0017289.wav,1000000000,S140,excited
0017290.wav,70,S166,question
0017291.wav,7,S52,question
0017292.wav,0,S124,question
0017293.wav,100,S156,bored
0017294.wav,20,S91,question
0017295.wav,60,S6,excited
0017296.wav,8,S15,question
0017297.wav,13,S126,neutral
0017298.wav,19,S168,question
0017299.wav,10,S141,excited
0017300.wav,90,S96,bored
0017301.wav,70,S170,excited
0017302.wav,9,S92,neutral
0017303.wav,5,S74,excited
0017304.wav,0,S150,excited
0017305.wav,100,S121,excited
0017306.wav,15,S66,neutral
0017307.wav,30,S117,question
0017308.wav,10,S83,bored
0017309.wav,19,S83,question
0017310.wav,90,S95,question
0017311.wav,1000,S100,neutral
0017312.wav,0,S31,bored
0017313.wav,10,S7,question
0017314.wav,16,S123,neutral
0017315.wav,20,S124,excited
0017316.wav,6,S96,question
0017317.wav,100,S85,excited
0017318.wav,12,S149,question
0017319.wav,14,S25,neutral
0017320.wav,30,S162,excited
0017321.wav,18,S46,bored
0017322.wav,90,S161,question
0017323.wav,6,S149,neutral
0017324.wav,70,S142,excited
0017325.wav,6,S94,neutral
0017326.wav,18,S72,bored
0017327.wav,90,S136,neutral
0017328.wav,19,S180,bored
0017329.wav,8,S108,bored
0017330.wav,7,S3,neutral
0017331.wav,100,S156,neutral
0017332.wav,17,S94,neutral
0017333.wav,10,S6,question
0017334.wav,30,S57,bored
0017335.wav,8,S27,bored
0017336.wav,16,S124,bored
0017337.wav,100,S90,question
0017338.wav,8,S35,bored
0017339.wav,3,S152,question
0017340.wav,14,S133,excited
0017341.wav,9,S148,neutral
0017342.wav,90,S176,excited
0017343.wav,8,S25,excited
0017344.wav,5,S165,bored
0017345.wav,3,S150,bored
0017346.wav,13,S178,neutral
0017347.wav,1,S96,bored
0017348.wav,1,S154,neutral
0017349.wav,3,S20,question
0017350.wav,10,S75,question
0017351.wav,15,S107,excited
0017352.wav,14,S148,bored
0017353.wav,60,S104,bored
0017354.wav,90,S92,excited
0017355.wav,1000000,S178,bored
0017356.wav,90,S113,neutral
0017357.wav,1000,S168,neutral
0017358.wav,40,S87,neutral
0017359.wav,1,S29,neutral
0017360.wav,17,S139,bored
0017361.wav,80,S136,excited
0017362.wav,15,S167,bored
0017363.wav,3,S53,bored
0017364.wav,60,S98,excited
0017365.wav,0,S116,question
0017366.wav,50,S42,excited
0017367.wav,8,S72,bored
0017368.wav,3,S123,question
0017369.wav,50,S174,neutral
0017370.wav,1000000,S45,neutral
0017371.wav,8,S151,question
0017372.wav,14,S145,excited
0017373.wav,17,S160,bored
0017374.wav,100,S75,bored
0017375.wav,1000000000,S143,bored
0017376.wav,19,S85,excited
0017377.wav,60,S144,bored
0017378.wav,18,S180,neutral
0017379.wav,70,S1,excited
0017380.wav,13,S6,excited
0017381.wav,3,S36,neutral
0017382.wav,9,S124,excited
0017383.wav,30,S64,question
0017384.wav,17,S45,excited
0017385.wav,1000000,S35,neutral
0017386.wav,80,S14,question
0017387.wav,7,S28,bored
0017388.wav,50,S136,neutral
0017389.wav,19,S34,neutral
0017390.wav,16,S67,question
0017391.wav,1000,S163,excited
0017392.wav,4,S177,neutral
0017393.wav,9,S184,neutral
0017394.wav,4,S144,question
0017395.wav,0,S168,excited
0017396.wav,30,S38,question
0017397.wav,18,S111,excited
0017398.wav,1,S104,bored
0017399.wav,20,S109,neutral
0017400.wav,13,S75,excited
0017401.wav,90,S34,question
0017402.wav,11,S5,excited
0017403.wav,12,S52,bored
0017404.wav,80,S81,question
0017405.wav,80,S136,question
0017406.wav,1,S28,bored
0017407.wav,11,S25,neutral
0017408.wav,11,S39,neutral
0017409.wav,17,S161,excited
0017410.wav,12,S81,bored
0017411.wav,1,S150,bored
0017412.wav,0,S130,question
0017413.wav,11,S106,question
0017414.wav,40,S165,question
0017415.wav,14,S34,excited
0017416.wav,14,S178,bored
0017417.wav,16,S130,excited
0017418.wav,1000000000,S156,question
0017419.wav,10,S56,excited
0017420.wav,1000000000,S183,neutral
0017421.wav,40,S166,neutral
0017422.wav,13,S167,neutral
0017423.wav,80,S23,question
0017424.wav,11,S46,excited
0017425.wav,1000000000,S93,question
0017426.wav,5,S73,neutral
0017427.wav,1000000000,S146,bored
0017428.wav,1000000000,S3,question
0017429.wav,1000000000,S81,bored
0017430.wav,14,S182,bored
0017431.wav,19,S156,bored
0017432.wav,3,S14,excited
0017433.wav,17,S26,excited
0017434.wav,8,S94,excited
0017435.wav,20,S32,bored
0017436.wav,16,S155,excited
0017437.wav,15,S151,excited
0017438.wav,30,S32,excited
0017439.wav,60,S36,question
0017440.wav,60,S30,excited
0017441.wav,12,S101,excited
0017442.wav,40,S126,neutral
0017443.wav,80,S177,excited
0017444.wav,1000,S16,excited
0017445.wav,7,S36,bored
0017446.wav,9,S5,neutral
0017447.wav,2,S162,excited
0017448.wav,60,S62,neutral
0017449.wav,4,S45,neutral
0017450.wav,1000000,S43,bored
0017451.wav,8,S112,bored
0017452.wav,4,S137,bored
0017453.wav,2,S74,excited
0017454.wav,7,S140,neutral
0017455.wav,6,S38,neutral
0017456.wav,0,S147,bored
0017457.wav,2,S4,neutral
0017458.wav,11,S24,bored
0017459.wav,1,S12,excited
0017460.wav,9,S2,excited
0017461.wav,1000000,S10,bored
0017462.wav,12,S166,question
0017463.wav,2,S123,neutral
0017464.wav,14,S61,bored
0017465.wav,2,S177,excited
0017466.wav,11,S3,bored
0017467.wav,80,S85,neutral
0017468.wav,3,S152,bored
0017469.wav,1,S62,question
0017470.wav,10,S77,excited
0017471.wav,2,S76,neutral
0017472.wav,12,S157,neutral
0017473.wav,18,S101,excited
0017474.wav,1,S18,bored
0017475.wav,7,S68,question
0017476.wav,1,S44,neutral
0017477.wav,5,S79,question
0017478.wav,100,S40,bored
0017479.wav,80,S79,neutral
0017480.wav,7,S99,excited
0017481.wav,30,S124,excited
0017482.wav,11,S152,bored
0017483.wav,90,S159,question
0017484.wav,3,S12,bored
0017485.wav,5,S139,bored
0017486.wav,90,S32,bored
0017487.wav,4,S92,question
0017488.wav,13,S141,excited
0017489.wav,10,S29,question
0017490.wav,15,S120,question
0017491.wav,3,S6,bored
0017492.wav,50,S54,bored
0017493.wav,20,S147,neutral
0017494.wav,1,S13,neutral
0017495.wav,11,S145,question
0017496.wav,90,S151,bored
0017497.wav,14,S41,excited
0017498.wav,13,S11,neutral
0017499.wav,1000000000,S158,neutral
0017500.wav,8,S100,question
0017501.wav,7,S144,bored
0017502.wav,10,S156,bored
0017503.wav,2,S130,neutral
0017504.wav,19,S39,bored
0017505.wav,2,S12,bored
0017506.wav,3,S49,question
0017507.wav,80,S174,question
0017508.wav,3,S167,bored
0017509.wav,13,S46,bored
0017510.wav,1000000000,S116,excited
0017511.wav,50,S149,neutral
0017512.wav,90,S112,neutral
0017513.wav,20,S182,excited
0017514.wav,15,S184,excited
0017515.wav,11,S61,bored
0017516.wav,1,S136,bored
0017517.wav,90,S66,question
0017518.wav,90,S110,excited
0017519.wav,18,S165,question
0017520.wav,7,S37,neutral
0017521.wav,11,S149,neutral
0017522.wav,1000000,S147,neutral
0017523.wav,1000,S82,question
0017524.wav,4,S94,excited
0017525.wav,9,S97,neutral
0017526.wav,12,S154,neutral
0017527.wav,1,S23,neutral
0017528.wav,14,S80,excited
0017529.wav,4,S9,bored
0017530.wav,90,S142,excited
0017531.wav,80,S181,neutral
0017532.wav,0,S145,question
0017533.wav,8,S127,excited
0017534.wav,10,S75,excited
0017535.wav,10,S84,excited
0017536.wav,2,S13,bored
0017537.wav,8,S60,neutral
0017538.wav,15,S111,excited
0017539.wav,3,S8,question
0017540.wav,11,S84,question
0017541.wav,9,S104,bored
0017542.wav,5,S50,excited
0017543.wav,2,S27,excited
0017544.wav,30,S84,excited
0017545.wav,70,S113,neutral
0017546.wav,8,S152,neutral
0017547.wav,10,S97,bored
0017548.wav,1000,S183,question
0017549.wav,18,S112,bored
0017550.wav,11,S14,question
0017551.wav,12,S111,excited
0017552.wav,0,S57,question
0017553.wav,15,S164,bored
0017554.wav,100,S73,question
0017555.wav,2,S78,question
0017556.wav,14,S96,bored
0017557.wav,1000000000,S78,bored
0017558.wav,1000000,S109,neutral
0017559.wav,1000,S43,bored
0017560.wav,11,S165,bored
0017561.wav,8,S143,excited
0017562.wav,19,S86,bored
0017563.wav,4,S50,bored
0017564.wav,10,S121,excited
0017565.wav,80,S178,neutral
0017566.wav,80,S3,neutral
0017567.wav,40,S100,excited
0017568.wav,18,S66,neutral
0017569.wav,7,S4,excited
0017570.wav,4,S106,bored
0017571.wav,3,S11,bored
0017572.wav,13,S160,question
0017573.wav,100,S151,bored
0017574.wav,18,S24,excited
0017575.wav,60,S140,question
0017576.wav,14,S158,neutral
0017577.wav,1000,S6,bored
0017578.wav,9,S20,excited
0017579.wav,10,S165,excited
0017580.wav,3,S84,excited
0017581.wav,70,S168,bored
0017582.wav,80,S47,neutral
0017583.wav,20,S30,excited
0017584.wav,2,S38,bored
0017585.wav,8,S68,bored
0017586.wav,30,S129,bored
0017587.wav,2,S128,question
0017588.wav,20,S9,bored
0017589.wav,90,S23,bored
0017590.wav,40,S27,question
0017591.wav,6,S22,bored
0017592.wav,80,S148,neutral
0017593.wav,80,S98,excited
0017594.wav,2,S31,question
0017595.wav,90,S133,excited
0017596.wav,7,S59,bored
0017597.wav,6,S153,bored
0017598.wav,40,S78,question
0017599.wav,12,S63,question
0017600.wav,1000000000,S146,neutral
0017601.wav,30,S157,question
0017602.wav,1,S182,bored
0017603.wav,19,S37,neutral
0017604.wav,90,S79,excited
0017605.wav,30,S119,excited
0017606.wav,8,S153,excited
0017607.wav,1,S74,bored
0017608.wav,19,S92,bored
0017609.wav,9,S78,neutral
0017610.wav,4,S144,question
0017611.wav,14,S35,question
0017612.wav,5,S118,excited
0017613.wav,1000,S146,excited
0017614.wav,14,S148,excited
0017615.wav,80,S5,neutral
0017616.wav,19,S134,question
0017617.wav,14,S45,excited
0017618.wav,90,S58,neutral
0017619.wav,80,S107,excited
0017620.wav,4,S183,question
0017621.wav,30,S124,excited
0017622.wav,40,S147,excited
0017623.wav,70,S177,neutral
0017624.wav,100,S70,excited
0017625.wav,50,S162,bored
0017626.wav,3,S171,bored
0017627.wav,50,S38,excited
0017628.wav,40,S123,bored
0017629.wav,15,S119,excited
0017630.wav,40,S96,neutral
0017631.wav,3,S179,question
0017632.wav,7,S88,bored
0017633.wav,60,S61,neutral
0017634.wav,15,S82,bored
0017635.wav,18,S85,excited
0017636.wav,14,S92,bored
0017637.wav,1000000000,S127,question
0017638.wav,1,S18,question
0017639.wav,1,S181,bored
0017640.wav,17,S183,neutral
0017641.wav,10,S168,neutral
0017642.wav,15,S5,bored
0017643.wav,9,S153,excited
0017644.wav,16,S132,question
0017645.wav,5,S119,bored
0017646.wav,3,S46,question
0017647.wav,1,S38,question
0017648.wav,16,S173,question
0017649.wav,12,S49,bored
0017650.wav,19,S36,question
0017651.wav,70,S71,neutral
0017652.wav,1000,S161,neutral
0017653.wav,0,S162,neutral
0017654.wav,6,S142,question
0017655.wav,5,S89,excited
0017656.wav,15,S44,question
0017657.wav,50,S73,neutral
0017658.wav,2,S172,neutral
0017659.wav,18,S162,question
0017660.wav,1,S90,neutral
0017661.wav,1000,S140,excited
0017662.wav,13,S166,question
0017663.wav,12,S176,question
0017664.wav,6,S139,bored
0017665.wav,3,S164,bored
0017666.wav,15,S9,neutral
0017667.wav,11,S16,excited
0017668.wav,19,S112,bored
0017669.wav,16,S58,neutral
0017670.wav,60,S124,question
0017671.wav,1,S43,excited
0017672.wav,30,S104,bored
0017673.wav,10,S52,excited
0017674.wav,90,S82,question
0017675.wav,19,S37,excited
0017676.wav,4,S108,question
0017677.wav,13,S2,question
0017678.wav,17,S74,bored
0017679.wav,14,S75,question
0017680.wav,80,S155,question
0017681.wav,0,S45,bored
0017682.wav,1000000,S142,excited
0017683.wav,2,S107,neutral
0017684.wav,90,S67,question
0017685.wav,4,S182,bored
0017686.wav,50,S67,neutral
0017687.wav,7,S150,excited
0017688.wav,5,S40,bored
0017689.wav,11,S2,question
0017690.wav,50,S142,excited
0017691.wav,3,S95,neutral
0017692.wav,12,S73,bored
0017693.wav,3,S19,bored
0017694.wav,17,S123,excited
0017695.wav,90,S141,bored
0017696.wav,80,S83,neutral
0017697.wav,12,S107,bored
0017698.wav,80,S25,question
0017699.wav,60,S49,excited
0017700.wav,10,S99,excited
0017701.wav,6,S150,excited
0017702.wav,8,S137,bored
0017703.wav,3,S21,question
0017704.wav,18,S5,question
0017705.wav,18,S155,question
0017706.wav,4,S130,excited
0017707.wav,17,S149,bored
0017708.wav,1,S168,excited
0017709.wav,30,S138,bored
0017710.wav,60,S138,bored
0017711.wav,60,S155,neutral
0017712.wav,11,S7,bored
0017713.wav,0,S31,question
0017714.wav,6,S110,bored
0017715.wav,50,S110,excited
0017716.wav,7,S52,excited
0017717.wav,10,S62,neutral
0017718.wav,70,S114,bored
0017719.wav,1000000000,S40,excited
0017720.wav,5,S153,bored
0017721.wav,10,S66,bored
0017722.wav,70,S85,excited
0017723.wav,11,S41,bored
0017724.wav,50,S95,excited
0017725.wav,1000000,S125,bored
0017726.wav,17,S110,bored
0017727.wav,18,S97,bored
0017728.wav,11,S116,excited
0017729.wav,100,S68,bored
0017730.wav,20,S12,question
0017731.wav,8,S180,neutral
0017732.wav,40,S114,question
0017733.wav,12,S101,bored
0017734.wav,100,S67,neutral
0017735.wav,14,S82,excited
0017736.wav,19,S136,excited
0017737.wav,17,S92,excited
0017738.wav,40,S38,question
0017739.wav,100,S80,excited
0017740.wav,13,S139,bored
0017741.wav,100,S63,excited
0017742.wav,70,S103,excited
0017743.wav,30,S88,question
0017744.wav,18,S44,question
0017745.wav,12,S116,neutral
0017746.wav,2,S92,bored
0017747.wav,60,S161,bored
0017748.wav,0,S16,question
0017749.wav,10,S141,question
0017750.wav,9,S125,neutral
0017751.wav,60,S39,bored
0017752.wav,11,S136,excited
0017753.wav,0,S29,bored
0017754.wav,15,S58,question
0017755.wav,9,S73,question
0017756.wav,1000000000,S81,neutral
0017757.wav,14,S124,bored
0017758.wav,1,S169,excited
0017759.wav,1000,S40,bored
0017760.wav,9,S13,neutral
0017761.wav,1000000000,S182,question
0017762.wav,19,S13,neutral
0017763.wav,19,S58,excited
0017764.wav,90,S164,question
0017765.wav,80,S167,question
0017766.wav,7,S151,bored
0017767.wav,4,S140,neutral
0017768.wav,18,S165,bored
0017769.wav,100,S82,bored
0017770.wav,12,S107,excited
0017771.wav,18,S89,excited
0017772.wav,1000,S71,question
0017773.wav,7,S5,neutral
0017774.wav,8,S59,bored
0017775.wav,10,S104,neutral
0017776.wav,60,S24,excited
0017777.wav,5,S72,bored
0017778.wav,13,S32,bored
0017779.wav,2,S47,bored
0017780.wav,18,S160,neutral
0017781.wav,1000000,S12,bored
0017782.wav,30,S101,excited
0017783.wav,20,S6,question
0017784.wav,5,S106,question
0017785.wav,60,S85,neutral
0017786.wav,17,S107,bored
0017787.wav,12,S158,excited
0017788.wav,2,S148,excited
0017789.wav,3,S66,neutral
0017790.wav,4,S13,bored
0017791.wav,11,S117,excited
0017792.wav,17,S153,excited
0017793.wav,6,S25,neutral
0017794.wav,9,S157,neutral
0017795.wav,1000,S106,bored
0017796.wav,20,S53,neutral
0017797.wav,7,S43,question
0017798.wav,1,S14,question
0017799.wav,17,S14,question
0017800.wav,1,S13,question
0017801.wav,20,S155,bored
0017802.wav,3,S70,excited
0017803.wav,9,S115,excited
0017804.wav,19,S161,bored
0017805.wav,6,S30,question
0017806.wav,80,S34,excited
0017807.wav,13,S11,bored
0017808.wav,60,S75,neutral
0017809.wav,1000,S87,bored
0017810.wav,2,S104,question
0017811.wav,1000000,S133,bored
0017812.wav,4,S38,neutral
0017813.wav,2,S12,excited
0017814.wav,40,S156,neutral
0017815.wav,8,S156,question
0017816.wav,10,S80,bored
0017817.wav,16,S15,question
0017818.wav,15,S166,bored
0017819.wav,30,S92,question
0017820.wav,14,S27,excited
0017821.wav,6,S146,bored
0017822.wav,40,S4,bored
0017823.wav,90,S47,neutral
0017824.wav,90,S100,question
0017825.wav,13,S117,question
0017826.wav,2,S83,question
0017827.wav,90,S72,bored
0017828.wav,10,S46,question
0017829.wav,40,S31,question
0017830.wav,4,S182,question
0017831.wav,5,S167,question
0017832.wav,1000000,S154,excited
0017833.wav,80,S111,bored
0017834.wav,1000000,S47,bored
0017835.wav,1000000,S164,excited
0017836.wav,3,S126,neutral
0017837.wav,90,S63,question
0017838.wav,1000,S47,question
0017839.wav,7,S142,neutral
0017840.wav,5,S35,bored
0017841.wav,0,S140,neutral
0017842.wav,1000,S97,bored
0017843.wav,1000,S85,neutral
0017844.wav,100,S12,bored
0017845.wav,90,S128,neutral
0017846.wav,15,S67,question
0017847.wav,50,S177,excited
0017848.wav,13,S73,neutral
0017849.wav,16,S182,question
0017850.wav,6,S16,neutral
0017851.wav,70,S5,bored
0017852.wav,1000,S139,question
0017853.wav,80,S52,question
0017854.wav,1000,S103,excited
0017855.wav,80,S183,neutral
0017856.wav,8,S168,excited
0017857.wav,18,S140,bored
0017858.wav,13,S82,bored
0017859.wav,18,S84,question
0017860.wav,1000000000,S138,bored
0017861.wav,30,S176,neutral
0017862.wav,0,S158,excited
0017863.wav,1000000,S69,question
0017864.wav,80,S177,bored
0017865.wav,6,S29,question
0017866.wav,5,S92,question
0017867.wav,12,S82,bored
0017868.wav,1000,S157,excited
0017869.wav,1,S34,excited
0017870.wav,19,S71,neutral
0017871.wav,19,S62,bored
0017872.wav,1000000,S58,question
0017873.wav,1000000000,S161,question
0017874.wav,9,S85,excited
0017875.wav,5,S18,excited
0017876.wav,60,S24,question
0017877.wav,13,S2,bored
0017878.wav,18,S1,excited
0017879.wav,12,S3,bored
0017880.wav,6,S35,question
0017881.wav,13,S172,question
0017882.wav,5,S159,excited
0017883.wav,14,S93,question
0017884.wav,80,S37,question
0017885.wav,4,S28,question
0017886.wav,1,S116,question
0017887.wav,11,S37,question
0017888.wav,80,S69,neutral
0017889.wav,0,S45,bored
0017890.wav,90,S115,excited
0017891.wav,12,S136,question
0017892.wav,9,S147,bored
0017893.wav,9,S45,bored
0017894.wav,6,S68,question
0017895.wav,11,S82,question
0017896.wav,1000000000,S74,neutral
0017897.wav,16,S111,excited
0017898.wav,3,S150,neutral
0017899.wav,0,S112,question
0017900.wav,18,S78,excited
0017901.wav,50,S175,excited
0017902.wav,8,S37,neutral
0017903.wav,70,S106,neutral
0017904.wav,60,S10,bored
0017905.wav,2,S153,excited
0017906.wav,1,S124,question
0017907.wav,6,S27,excited
0017908.wav,19,S177,question
0017909.wav,1000,S141,bored
0017910.wav,14,S18,question
0017911.wav,3,S28,excited
0017912.wav,13,S67,neutral
0017913.wav,3,S110,excited
0017914.wav,3,S23,bored
0017915.wav,1000000000,S25,question
0017916.wav,6,S32,bored
0017917.wav,13,S162,excited
0017918.wav,0,S143,neutral
0017919.wav,5,S4,question
0017920.wav,14,S37,bored
0017921.wav,5,S68,question
0017922.wav,8,S9,neutral
0017923.wav,5,S32,bored
0017924.wav,0,S47,question
0017925.wav,17,S162,neutral
0017926.wav,30,S74,bored
0017927.wav,90,S154,question
0017928.wav,80,S16,bored
0017929.wav,19,S144,question
0017930.wav,1000,S66,excited
0017931.wav,1,S39,neutral
0017932.wav,40,S171,bored
0017933.wav,9,S145,question
0017934.wav,5,S59,excited
0017935.wav,1000,S36,neutral
0017936.wav,7,S151,excited
0017937.wav,60,S170,bored
0017938.wav,3,S24,neutral
